Data da opinião,Nota,Título,Conteúdo
dez. de 2022,5,Excelente,"Um ótimo hotel, tranquilo, muito bem localizado e com excelentes serviços! A equipe da recepção é sensacional! Possui garagem própria com manobristas. O hotel fica próximo de tudo, o cardápio do Room service também é muito bom!"
dez. de 2022,5,Ótimo hotel melhor de Cuiaba,"Ótimo hotel, atendimento, educação dos colaborado excepcional, oque me chamou atenção foi o manobrista me chamar pelo nome na hora de chegada.  Parabéns os Sr Nei pelo atendimento!! Parabéns por sua atitude"
dez. de 2022,5,Excelente hospedagem,"Atendimento sensacional, cuidado em cada detalhe. Check-in e check-out rápido. Café da manhã muito bom e completo. Academia com excelentes aparelhos. Bar com chopp louvada muito bom. Preço dentro do nível que o hotel exige."
dez. de 2022,5,Experiência Incrível,"Preço justo, hotel de qualidade. Com certeza ao retornar a cidade de Cuiabá, estarei me hospedando no hotel.  Funcionário educados, atenciosos e qualificados.  Valores das diárias de acordo com a política da empresa."
dez. de 2022,5,Hotel Maravilhoso,"foi fantástico tudo muito lindo e limpo, equipe de funcionários sempre muito solicita amei minha estadia ai. Café da manhã impecável super recomendo, não pude usufruir de tudo pois a viagem foi a trabalho, mas o sono foi maravilhoso e a internet funciona muito bem"
dez. de 2022,5,Muito bom,"Local muito bom e pessoal qualificado, superando a expectativa de acomodações, com pessoal profissional no atendimento procurando atender sempre presteza, cordialidade e gentileza em no trato interpessoal."
dez. de 2022,5,Excelente,"Hotel muito bom, confortável e atendimento inpecável. É caro, mas vale a pena! Bem localizado e staff atencioso. Tem um òtimo café da manhã e acomodações relaxantes. Bom para quem está em viagem ou a passeio."
dez. de 2022,5,Excelente local para se hospedar em Cuiabá,"Excelente atendimento dos funcionários, limpeza impecável, ótima qualidade e variedade das refeições. Ótima localização e local de fácil acesso. Quarto amplo e com todas as comodidades necessárias para uma excelente noite de sono."
dez. de 2022,4,Excelente experiência,"Restaurante excelente, preço justo, Café da manhã superou as expectativas, todos os funcionários bem treinados. Porque não dei 5 estrelas? Sugeri um bar na piscina, uma conferência na limpeza do espalho e a troca do vidro do box do banheiro."
dez. de 2022,4,Dentro do esperado.,"Satisfatória. Supriu as expectativas. O custo benefício um pouco aquém. Porém, nada a reclamar, Mato Grosso, assim, como nosso país, precisa se adequar a realidade da população. Na certeza de melhoras, apesar dos dias nebulosos por que vem passando ultimamente."
nov. de 2022,5,Ótimo hotel,"Hotel bem localizado, próximo a vários restaurantes, bares e shopping em Cuiabá.  É muito confortável, com quartos espaçosos. Tem um buffet de café da manhã muito completo e de boa qualidade. Também oferece piscina e academia."
nov. de 2022,1,PESSOAS AMARGAS NA RECEPÇÃO,"Ao chegar já verifiquei que o ambiente não tem critérios para atendimento.... cheguei fiquei aguardando na fila para ser atendida pois achei que seria por ordem de chegada, porem pelo menos duas pessoas passaram na minha frente para pegar malas e solicitar outras questões... Levei o meu pet a impressão que eu tive foi de que ele não era bem-vindo.... Taxa de diária pet altíssima em relação a outros hotéis que já fiquei. Não houve levaram no quarto nem sequer um tapetinho higiênico como foi prometido.... No momento do check-out eu esperei mais de 20 minutos até que meu carro subisse a rampa de saída..."
nov. de 2022,1,Péssimo.,"Check-in e Checkout extremamente demorado, somados levaram quase 3 horas de tempo.  - Estacionamento e gestão totalmente desorganizado, ainda é pago. Perderam a chave do meu carro e não conseguiam encontrar. Deixam todas as chaves jogadas em uma gaveta ao invés de ter um local apropriado e organizado por apartamento/veículo.    -Café da manhã mal apresentado com itens passados, exemplo frutas (abacaxi estava praticamente apodrecendo) e itens de pães e roscas nitidamente não era do dia.    -Internet também funcionou com muita dificuldade."
nov. de 2022,5,Excelente hotel!,"Ficamos na suíte presidencial, com o pacote de núpcias. Tudo estava impecável. Decoração, quarto limpo, lençóis e toalhas limpos e cheirosos. Café da manhã servido no quarto pontual e de excelente qualidade."
nov. de 2022,5,Avaliação Hotel Deville Prime Cuiabá,"Excelente hotel, café da manhã muito bom, com horário muito bom principalmente para quem tem crianças.  Limpeza excelente!  Atendimento excelente!  Facilidade de reservar a hospedagem.  Por essa razão com certeza indico o hotel, e me hospedarei novamente!"
nov. de 2022,5,Excelente atendimento super recomendo,"hospedagem muito boa, quartos bem arejados com uma ótima climatização ,lençóis macios e cheirosos.O Hotel conta com um amplo espaço para atividades físicas e tem um amplo espaço gourmet,conta também com uma ótima recepção."
out. de 2022,5,Deville Prime Cuiabá nota 10!!!,"Experiência mais uma vez fantástica, desde a chegada até a saída do Hotel. Colaboradores muito profissionais, atenciosos, educados e disponíveis. A estrutura do hotel é excelente, muito confortável e limpo. Café da manhã, almoço e jantar também muito bons. Recomendo muito!"
out. de 2022,3,Noite de nupcias,"Nada especial, nos trataram como hospedes normais, e ainda atrasaram 1 hora para o checkin, além de avisar no dia que o checkout seria mais cedo que o enviado para mim por email. Reservamos com muita antecedencia para ser uma noite perfeita, mas não fizeram questão nenhuma de nos auxiliar."
out. de 2022,5,Superou todas as expectativas,"Muito bem recepcionado, limpeza tanto apto, banheiro e todas a áreas do hotel, café da manhã, almoço, bar, cheki-in, chek-out, superou todas as expectativas. Os recepcionistas, pessoal da copa são muito atenciosos, perfeitos nas informações."
out. de 2022,5,Experiência Fantástica!!!,"Estadia maravilhosa, tudo em perfeito estado, a suíte é incrível, impecável nos detalhes, o banheiro é bem espaçoso, limpo e organizado, eu e meu esposo super recomendamos. Esperamos voltar em breve!!"
out. de 2022,5,Ótimo Hotel,"Ótima localização do hotel dentro da cidade, limpeza do hotel em geral é muito boa e se falando em alimentação é tudo muito bom. Super indico para quem estiver de passagem por Cuiabá seja para trabalho ou a passeio."
out. de 2022,5,CONACI,"Muito satisfatória. Valeu à pena estar no hotel. Super recomendo.  No local do evento, apensas sugiro que melhorem as mesas porque são muito pequenas e não ofereceram conforto durante a reunião. Pessoas mais altas e gordihas ficaram espremidas entre a mesa e a cadeira. Obrigada"
out. de 2022,5,Avaliação,"Hotel com excelente localização, cama maravilhosa, quartos limpos, café da manhã maravilhoso, piscina agradável, atendimento excelente. Recomendo a hospedagem e quando retornar a Cuiabá ficarei hospedado no mesmo!"
out. de 2022,4,Gostamos demais,"Ótimo em todos os quesitos, apenas achei que não fica legal a cobrança do estacionamento do hóspede, sendo que já estamos hospedados no hotel, você é surpreendido no final o que fica constrangedor, seria legal no inicio da hospedagem ser avisado ao hóspede sobre esse assunto quando o mesmo chegar de carro para se hospedar."
out. de 2022,4,CURSO DGERO,"Otimo hotel, com boa localização, Bufett diversificado, com acomodações amplas e confortaveis, limpeza dos ambientes, piescina com bar e restaurante proximo, elevadores em pleno funcionamento, segurança e confiabilidade nos quartos."
out. de 2022,5,Uma experiência fantástica. Acho melhor o estacionamento já constar nas diárias do hotel.,"Atendimento de recepção, Check-in, checkout, café da manhã, limpeza impecável. Uma ótima localização. Só acho que o estacionamento já deveria constar nas diárias do hotel. Mas tudo foi maravilhoso, ansiosos para voltar."
out. de 2022,5,Muito conforto e ótimo atendimento,"O hotel é sensacional, equipe nota 1.000, quartos confortáveis, ótimos alimentos em qualquer momento do dia.  Somente o preço do cardápio achamos um pouco elevado, mas voltaremos a nos hospedar no Deville Prime com certeza!"
out. de 2022,5,Boa estadia,"Fui bem atendido em todas as demandas solicitadas, o quarto é confortável e proporcionou momento agradável. Além disso, o café da manhã é muito bem servido. Destaca-se a localização do hotel e a proximidade de restaurantes e locais de entreterimento."
out. de 2022,5,Atendimento excelente,"Tive um atendimento excelente. Limpeza e organização dos quartos impecável. O service room também impecável com ótimas opções. Mesmo em uma época de eleição (tinha bastante barulho nas ruas), foi bem tranquilo e não atrapalhou em nada minha hospedagem."
out. de 2022,5,Cuiabá,"Sempre que vou a Cuiabá prefiro ficar hospedado no Deville, pois é confortável, o apartamento está sempre limpo, camas confortáveis, boa roupa de cama, bom café da manhã, bom atendimento e bem localizado. Recomendo. Excelente."
out. de 2022,2,Grite pela arrumação do quarto!,"Um sacrifício para ter o quarto arrumado. Fomos informados, após dois dias de NÃO termos nosso quarto arrumado, que existia uma “preferência” para quem pedia antes. Ou seja, não espere seu quarto ser arrumado, se você não solicitar essa tal “preferência”!"
