Data da opinião,Nota,Título,Conteúdo
uma avaliação Hoje,5,Excelente,"Tudo perfeito. Atendimento excelente.Café da manhã maravilhoso, qualidade na escolha dos alimentos, linda decoração dos ambientes. Tudo muito limpo e organizado. Ótima Localização. Funcionários educados e prestativos. Adorei o lugar."
set. de 2022,5,Recomendamos de olhos fechados!,"Nós ficamos hospedados no Hotel Wood e recomendamos de olhos fechados! Em primeiro lugar, o critério que consideramos mais importante em uma hospedagem em Gramado é a localização.    E o Hotel Wood fica ali no coração da cidade, bem no buchicho mesmo. Mas, como fica na rua perpendicular à rua principal (Avenida Borges de Medeiros), é um hotel silencioso, discreto e com bastante privacidade.    Pois bem, o Wood faz parte do Casa Hotéis, que é a rede de que abriga o Casa da Montanha, que é um dos hotéis mais famosos e chiques de Gramado. A diferença é que o Wood, apesar de possuir o mesmo tipo de tratamento ao hóspede do Casa de Montanha, é um hotel moderno, jovem e descolado.    O tratamento ao hóspede é um capítulo à parte: éramos o todo inteiro mimados. Todas as noites, quando saíamos pra jantar e voltávamos pro nosso quarto, éramos surpreendidos com água, chocolates e até a previsão do tempo do dia seguinte (em objetos de madeira, é claro!).    No quarto, produtos L’Occitane à disposição, além de tudo da melhor qualidade: cama enorme, chuveiro excelente, roupões cheios de estilo, uma caixa de som JBL enorme, pra você colocar a música que quiser, e por aí vai...    O café da manhã foi um dos melhores que já experimentamos. croissant de presunto cru gaúcho com coalhada seca e mel; brioche com ovo mollet e panceta frita; avocado toast com pão de abóbora e creme de abacate; quiches; cucas; chocolate quente e etc.    Em resumo, recomendadíssimo!"
uma avaliação Ontem,5,Opção descolara!,"Hotel descolado, bem decorado, de bom gosto! Café da manhã com pedidos a mesa e buffet tb disponível, bastante opções. Equipe fantástica, sempre disponível. Boa localização pois local da para ir a pé até centro, não tem barulho e confusão que acontece perto da rua coberta. Oferece estrutura hotel Casa da montanha para academia, piscina, bikes, spa. Achei excelente!"
dez. de 2022,5,Melhor de Gramado,"Já nos hospedamos em diversos hotéis de Gramado e sem sombra de dúvidas a melhor estadia foi no Wood. Toda a equipe super gentil, acomodações ótimas, café da manhã sensacional com produtos de excelente qualidade e vários de produção local. O jantar também ótimo com vários pratos autorais e cozinha digna de um hotel 5 estrelas. Hotel perfumado, com mimos o tempo todo para os hóspedes. Bar completo inclusive com ótimos whiskies single malt e bourbons. Na saída ainda nos deram sacola com frutas e água para a viagem.Não vamos mais procurar novos hotéis em Gramado pois agora só vamos ficar no Wood. Viramos fãs"
dez. de 2022,5,Visita,"- Atendimento exemplar, fomos muito bem recebidos e atendidos por todos os funcionários do local;  - Ambiente acolhedor com uma boa decoração;  - Ágeis em seu atendimento;  - Ótima comida, apenas com produtos orgânicos ou naturais."
dez. de 2022,5,Ótimo para casal,"Recepção acolhedora com espumante e orientações claras. Conforto do quarto, amenidades e cortesias nuts e frigobar repostos diariamente. Café da manhã diferenciado com com ingredientes orgânicos, frescos e locais. Cordialidade dos funcionários, em especial a Saionara (Recepção) e a Ana (Café da manhã)"
dez. de 2022,5,Experiência Wood,"Como definir uma experiência no Wood Hotel: impecável, maravilhosa. Ambiente aconchegante, com uma decoração incrível, profissionais educados, atenciosos e sorridentes. Localização privilegiada no coração de Gramado. Super recomendo escolher o Wood, um hotel que lhe oferece experiências ao invés de diárias, com cuidado, atenção e carinho."
dez. de 2022,5,Hotel 5 estrelas incrível!,"Fiquei hospedada nesse hotel no final do ano 2022 e estou completamente apaixonada por tudo. Funcionários impecáveis, instalação incrível e super perto do centro. Não tenho palavras o quão maravilhoso eles deixaram nossa estada em Gramado. Café da manhã super bem servido, chocolate e água entregue no quarto para uma boa noite de sono, frigobar por conta deles! Nossa sem palavras, que experiência incrível, quero voltar mil vezes pra cá!"
dez. de 2022,5,"Wood nos faz viver de forma descontraída, em clima de amizade e com profissionais capacitados.","Localização ótima, serviço extraordinário, informalidade que nos remete ao nosso lar.  Café da manhã diferenciado.  Agora ter que escrever 200 caracteres para o Tripadvisor aceitar o envio aí é brincadeira!!!"
dez. de 2022,5,Voltaria mil vez pra cá,"Foi incrível a experiência de hospedar no Wood. Acho que nunca fui tão bem cuidado numa hospedagem. A estrutura física, café da manhã e receptivo impecáveis!!! O restaurante é um show a parte: menu e drink muito saborosos e diferenciados!"
