Data da opinião,Nota,Título,Conteúdo
25 de dez.,5,Natal Luz em Gramado,"Hotel super aconchegante, quarto muito confortável, café da manhã maravilhoso com opções variadas, recepção bastante acolhedora, tudo muito limpo. Foi uma excelente experiência para mim e minha família. Eu super indico."
16 de dez.,5,Hotel novo e muito vantajoso,"O hotel é muito bom. O quarto que fiquei era excelente. Atendimento perfeito, de todos os funcionários. Localização, para quem está de carro é perfeita. O café da manhã é muito bom, mas poderia ter mais opções. Tudo muito limpo e bem cuidado. Nada a reclamar."
15 de dez.,5,Lua de Mel,Ficamos extremamente satisfeitos com nossa hospedagem. Funcionários muito atenciosos e gentis. Me senti em casa desde a chegada. Quarto sempre arrumado e aconchegante. Banheiro impecável (muito importante). A localização é perfeita. Recomendo e voltaria.
11 de dez.,5,Excepcional,"Gostamos de tudo. Cada detalhe: a limpeza em todas as instalações, o conforto, a organização, a elegância da arquitetura, a excelência e prontidão no atendimento de TODOS os funcionários, além do impecável café da manhã."
9 de dez.,5,Excelente hospedagem,"Hotel maravilhoso, com ótimo atendimento e um excelente café da manhã. Fomos em novembro e estava todo decorado, uma graça. Ideal para quem quer aproveitar Gramado e Canela, pois fica na metade do caminho para as atrações de ambas as cidades."
8 de dez.,5,Super Recomendo hotel KEHL HAUS,"Excelente atendimento.Pessoas super educadas,atenciosas e cortezes.Excelenlocalização.Café da manhã maravilhoso.Tudo super limpo e aconchegante.Localização perfeita…Parabéns a equipe.Super recomendo…Roupas de cama limpinhas e cheirosas…"
7 de dez.,5,Uma ótima experiência,"Conforto, recomendações de passeios, decoração, limpeza, cama confortável, espaço interno do quarto, café da manhã excepcional e variado. O atendimento do colaborador Márcio também foi um diferencial. Fica localizado entre Gramado e Canela, com transfer para os principais restaurantes, o que facilita bastante"
5 de dez.,5,Lugar aconchegante e organizado,"Lugar tranquilo, bem organizado e limpo .ótimo para se hospedar em família . Espaço externo lindo . Localidade ótima , bem tranquila.  Funcionários simpáticos e prestativos  Café da manhã ótimo , nada a reclamar"
4 de dez.,3,Casal numa casa.,"Café da manhã diversificado com produtos que variavam entre excelente e bom.  Ficamos numa residência. Foi como um albergue em que éramos responsáveis pela arrumação e limpeza, a não ser se pagássemos à parte. Já fazemos isso em nossa casa e não gostamos da experiência!"
2 de dez.,5,Descanso,"Hotel bem localizado bastante organizado, limpeza impecável, atendimento de todos funcionários exelente, quarto confortável, café da manhã maravilhoso com muita variedade, vale muito a pena conhecer!!"
2 de dez.,5,"A localização do hotel é bem tranquila,um lugar charmoso e acolhedor.","A estadia foi muito agradável.  Os funcionários cordiais, havia uma funcionária que atendia o café da manhã sempre com um sorriso no rosto , com uma energia maravilhosa. O serviço de quarto impecável. O café da manhã bem servido , com bolos maravilhosos, sem esquecer o chocolate bem cremoso."
nov. de 2022,5,Hotel muito bom! recomendo!,"Hotel muito bom, com quarto e café da manhã acima da média. Funcionários muito atenciosos e solícitos.  Fica em uma rua calma e não houve problema de barulhos externos.  O tamanho da área reservada para o café da manhã não é muito grande, mas não chega a ser um problema."
nov. de 2022,5,Inesquecível sonho realizado!!!,"Minha estadia foi inesquecível!! Profissionais sempre dispostos a ajudar limpeza perfeita ! Café da manhã dos sonhos o hotel é lindo , o meu sonho era conhecer gramado e ir a gramado e ficar nesse hotel foi a cereja do bolo ameiiiii e recomendo a todos !!!"
nov. de 2022,5,Recomendo,"ótima estadia. Atendimento especial, cuidados dos mínimos detalhes. Negócio com ares de família, todos muito atenciosos e eficientes. Muito próximo a tudo e natureza por todos os lados. Voltaremos com certeza."
nov. de 2022,5,Ótima!!!,"Hotel perfeito com uma otima hospitalidade com ambientes bem cuidados, e os colaboradores sempre a disposição com os hospedes. Alimentação muito saborosa, academia e salão de jogos acessível e bem legal!!!"
nov. de 2022,5,Maravilhoso!,"Hotel maravilhoso, quartos lindos, cama e travesseiros muito confortáveis, limpeza impecável. Chuveiro e pia com registro monocomando (regula quente/frio) muito bom!  Café da manhã com variedade excelente. Equipe afinada para receber bem os hóspedes.  Para quem vai aos shows do Natal Luz fica a dica do transporte gratuito que o hotel oferece para o restaurante Galeto Itália tanto na hora do almoço quanto no jantar: após os shows jantamos no Galeto Itália (Gramado), que tem Buffet de sopas (deliciosas) e opções à la carte, com desconto para quem está hospedado no hotel Kehl Haus. Depois retornamos com o transporte gratuito para o hotel."
nov. de 2022,5,Estadia maravlhosa.,"Este hotel é maravilhoso! Os colaboradores são super atenciosos, o café da manhã é divino! O apartamento super confortável, amplo, bem arejado e iluminado! Adoramos e queremos voltar !!  Super recomendamos!!"
nov. de 2022,5,Adoramos nossa estadia,"Ótimo hotel, bem localizado, apartamento silencioso, limpo, aconchegante, com boa calefação contra o frio predominante nos dias que nos hospedamos, funcionários atenciosos, café da manhã excelente, estrutura nota 10."
nov. de 2022,5,"Café da manhã excepcional, quarto excelente!","Café da manhã incrível (muitas variedades, e todas muito boas).  Limpeza e organização em geral excelente.  Todos muito educados e atenciosos.  Amplo estacionamento.  Área kits muito boa.  Cama muito confortável e banheiro muito limpo"
nov. de 2022,5,Hotel que fez Gramado ainda melhor,"Nossa estadia em Gramado ficou ainda mais especial por causa deste hotel. Confortável, café da manha maravilhoso, staff atencioso e atenção aos detalhes, como colocar uma guirlanda de Natal na porta de cada quarto. Uma delicadeza."
